filepath,filename,client_id,project_id,chunk_index,reason,file_fingerprint,assign_method,assign_confidence
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/4_Kopergebonden_documenten_C008.pdf,4_Kopergebonden_documenten_C008.pdf,C008,UNKNOWN,,no_text_ocr_needed,3ac64e30fcdd8d16c41e529769adc1662c700677,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/6_Optie_informatie_per_woning_C001.pdf,6_Optie_informatie_per_woning_C001.pdf,C001,UNKNOWN,,no_text_ocr_needed,b7e0818a8184def21a437a03cad5d2b417ebb6e8,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/6_Optie_informatie_per_woning_C002.pdf,6_Optie_informatie_per_woning_C002.pdf,C002,UNKNOWN,,no_text_ocr_needed,5be62d59200856b09d623e61136c5b30365adfd6,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/6_Optie_informatie_per_woning_C003.pdf,6_Optie_informatie_per_woning_C003.pdf,C003,UNKNOWN,,no_text_ocr_needed,e9f6f7c0886efdfa70de784ec3a1f517434a7c5b,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/6_Optie_informatie_per_woning_C004.pdf,6_Optie_informatie_per_woning_C004.pdf,C004,UNKNOWN,,no_text_ocr_needed,203d0938729bb2eccb2a344c6b0d1d9a1418973a,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/6_Optie_informatie_per_woning_C005.pdf,6_Optie_informatie_per_woning_C005.pdf,C005,UNKNOWN,,no_text_ocr_needed,dc253ce0feca1a9234bcf24ce375b1d87031ab5e,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/6_Optie_informatie_per_woning_C006.pdf,6_Optie_informatie_per_woning_C006.pdf,C006,UNKNOWN,,no_text_ocr_needed,967711a436194e97dd6a196185f0e6d7eea1d74a,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/6_Optie_informatie_per_woning_C007.pdf,6_Optie_informatie_per_woning_C007.pdf,C007,UNKNOWN,,no_text_ocr_needed,404b63d626d258cb14681acfa540481d68bcdb61,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/7_Optie_informatie_per_project_C001.pdf,7_Optie_informatie_per_project_C001.pdf,C001,UNKNOWN,,no_text_ocr_needed,e8a1f53a719de0e71b2c5a02d4dc605a795010ef,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/7_Optie_informatie_per_project_C002.pdf,7_Optie_informatie_per_project_C002.pdf,C002,UNKNOWN,,no_text_ocr_needed,9208ff8d5a2624b748c07f230230079cb5a60964,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/7_Optie_informatie_per_project_C003.pdf,7_Optie_informatie_per_project_C003.pdf,C003,UNKNOWN,,no_text_ocr_needed,f7a5a54369a794a40d57b5d1064db9b3861e43fb,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/7_Optie_informatie_per_project_C004.pdf,7_Optie_informatie_per_project_C004.pdf,C004,UNKNOWN,,no_text_ocr_needed,08eacbf850961b094ab3497fe0bbbe8db2191149,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/7_Optie_informatie_per_project_C005.pdf,7_Optie_informatie_per_project_C005.pdf,C005,UNKNOWN,,no_text_ocr_needed,6f69a8e56f25ebef4645059a19da6fa4f6ea0263,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/7_Optie_informatie_per_project_C006.pdf,7_Optie_informatie_per_project_C006.pdf,C006,UNKNOWN,,no_text_ocr_needed,0c89b2d290d2a3eb782e7519c2f8660fb1de52ec,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/7_Optie_informatie_per_project_C007.pdf,7_Optie_informatie_per_project_C007.pdf,C007,UNKNOWN,,no_text_ocr_needed,be475f73ff5ced9acddd1750f2ea4d034b87d903,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/9_Projectinformatie_C001.pdf,9_Projectinformatie_C001.pdf,C001,UNKNOWN,,no_text_ocr_needed,b48119404eeb85787f82d51c3c6841a9d7727060,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/9_Projectinformatie_C002.pdf,9_Projectinformatie_C002.pdf,C002,UNKNOWN,,no_text_ocr_needed,6bef8b55f9e945ba1b9a5a435e1ea83807a7708b,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/9_Projectinformatie_C003.pdf,9_Projectinformatie_C003.pdf,C003,UNKNOWN,,no_text_ocr_needed,76c23908b5cf70f80a4c90a317f95cc0901efaab,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/9_Projectinformatie_C004.pdf,9_Projectinformatie_C004.pdf,C004,UNKNOWN,,no_text_ocr_needed,2e37059745abbfed4be46886e3fccdece23b6425,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/9_Projectinformatie_C005.pdf,9_Projectinformatie_C005.pdf,C005,UNKNOWN,,no_text_ocr_needed,49492df44616b4fa5feb908b51cd9647e893d3e8,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/9_Projectinformatie_C006.pdf,9_Projectinformatie_C006.pdf,C006,UNKNOWN,,no_text_ocr_needed,3cde15cef2ea18f5e96557dee7106d19cbcc49af,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/9_Projectinformatie_C007.pdf,9_Projectinformatie_C007.pdf,C007,UNKNOWN,,no_text_ocr_needed,f7fd697e2ab3474849cbf9d1a7ae04eaa64b722b,filename_or_meta,0.2
